addr,assessVal,assessYear,baseExAmt,baseTaxAmt,lienAmt,block,lot,ward,ownerOcc,vacant,sqft,zoneCode,winBidAmt,winPremium,winAmtDue,winBidder,winBusinessNum
1847 N CHESTER ST,12000.0,2012,0.0,12000.0,5404.26,1450,024,8,0,0,954.39,R-8,,,,,
0210 S CHESTER ST,253200.0,2012,0.0,253200.0,3030.31,1756,024,2,0,0,1875.0,R-8,128895.88,5523.0,8553.31,"PLUTO 2013, LLC",154.0
0311 S CHESTER ST,179700.0,2012,0.0,179700.0,5121.7,1766,060,1,0,0,780.0,R-8,91865.52,3997.0,9118.7,QUINSTAR HOME STRATEGIES LLC,226.0
0409 S CHESTER ST,287600.0,2012,0.0,287600.0,1856.86,1775,045,1,0,0,975.0,R-8,136348.0,4261.0,6117.86,,27.0
2503 CHESTERFIELD AVE,186000.0,2012,0.0,186000.0,1544.58,4146,038,8,0,0,4520.0,R-5,114695.13,8059.0,9603.58,"PLUTO 2013, LLC",154.0
2505 CHESTERFIELD AVE,183800.0,2012,0.0,183800.0,2607.35,4146,039,8,1,0,4600.0,R-5,109443.0,7184.0,9791.35,,27.0
3017 CHESTERFIELD AVE,101700.0,2012,0.0,101700.0,9214.32,5913,017,26,0,0,1127.0,R-7,,,,,
3019 CHESTERFIELD AVE,101700.0,2012,0.0,101700.0,591.06,5913,018,26,1,0,1127.0,R-7,65018.39,4867.0,5458.06,"PLUTO 2013, LLC",154.0
3044 CHESTERFIELD AVE,108800.0,2012,0.0,108800.0,1357.98,5907,031,26,0,0,1253.0,R-7,78947.09,7085.0,8442.98,"PLUTO 2013, LLC",154.0
3117 CHESTERFIELD AVE,100500.0,2012,0.0,100500.0,8103.82,5915,009,26,0,0,1339.46,R-7,33000.0,0.0,8103.82,"PARK & MENLO, LLC",196.0
3132 CHESTERFIELD AVE,102200.0,2012,0.0,102200.0,4235.8,5906,063,26,1,0,1356.25,R-7,50872.0,1998.0,6233.8,,60.0
3432 CHESTERFIELD AVE,111400.0,2012,0.0,111400.0,3631.81,5921,085,26,0,0,1363.54,R-7,56800.0,2448.0,6079.81,,60.0
3510 CHESTERFIELD AVE,108900.0,2012,0.0,108900.0,747.77,6114,021,26,0,0,2000.0,R-6,74351.32,6158.0,6905.77,"PLUTO 2013, LLC",154.0
3519 CHESTERFIELD AVE,110000.0,2012,0.0,110000.0,2293.5,4179E,088,26,0,0,2000.0,R-6,85190.73,8238.0,10531.5,"PLUTO 2013, LLC",154.0
3640 CHESTERFIELD AVE,97000.0,2012,0.0,97000.0,4291.3,6115,072,26,1,0,1600.0,R-6,48923.0,2024.0,6315.3,,60.0
3676 CHESTERFIELD AVE,94900.0,2012,0.0,94900.0,3704.76,6115,090,26,1,0,1600.0,R-6,46699.0,1747.0,5451.76,,60.0
3940 CHESTERFIELD AVE,94400.0,2012,0.0,94400.0,3478.61,6127,021,26,1,0,1704.0,R-6,50212.03,2490.0,5968.61,,162.0
4121 CHESTERFIELD AVE,94800.0,2012,0.0,94800.0,5751.72,4179S,081,26,1,1,6483.33,R-6,11751.72,0.0,5751.72,LOKORUSO LLC,264.0
3348 CHESTNUT AVE,145100.0,2012,0.0,145100.0,4311.49,3511C,036,13,0,0,1918.0,R-7,83066.0,5005.0,9316.49,,27.0
3424 CHESTNUT AVE,157100.0,2012,0.0,157100.0,2591.28,3533,040,13,1,0,1200.0,R-7,97596.0,6951.0,9542.28,,27.0
3520 CHESTNUT AVE,163200.0,2012,0.0,163200.0,2089.5,3532,038,13,0,1,1120.0,B-1-2,93364.0,5616.0,7705.5,,27.0
3700 CHESTNUT AVE,155500.0,2012,0.0,155500.0,1314.85,3555B,041,13,1,0,1400.0,R-7,96501.92,6860.0,8174.85,"PLUTO 2013, LLC",154.0
3702 CHESTNUT AVE,148600.0,2012,0.0,148600.0,5332.82,3555B,042,13,0,0,1400.0,R-7,71350.0,2382.0,7714.82,,162.0
3714 CHESTNUT AVE,162700.0,2012,0.0,162700.0,3066.83,3555A,001,13,0,0,1400.0,R-7,102564.0,7496.0,10562.83,,27.0
0509 CHESTNUT HILL AVE,104137.0,2012,0.0,104137.0,6903.43,4048A,022,9,1,0,3000.0,R-6,11111.0,0.0,6903.43,,241.0
0518 CHESTNUT HILL AVE,147400.0,2012,0.0,147400.0,10122.23,3904,010,9,0,0,,R-6,,,,,
0602 CHESTNUT HILL AVE,119100.0,2012,0.0,119100.0,50212.84,3976A,027,9,0,0,1305.0,R-6,,,,,
0705 CHESTNUT HILL AVE,115400.0,2012,0.0,115400.0,7320.98,4059C,037,9,1,0,2186.62,R-6,19000.0,0.0,7320.98,,60.0
0706 CHESTNUT HILL AVE,100100.0,2012,0.0,100100.0,3800.93,3976A,039,9,1,0,1733.33,R-6,46852.44,1362.0,5162.93,,34.0
0917 CHESTNUT HILL AVE,154900.0,2012,0.0,154900.0,3691.19,3977B,034,9,1,0,1700.0,R-6,95598.62,6727.0,10418.19,"PLUTO 2013, LLC",154.0
1620 CHILTON ST,147253.0,2012,0.0,147253.0,2749.57,3965,051,9,1,0,1987.08,R-6,95990.0,7417.0,10166.57,,27.0
1623 CHILTON ST,102467.0,2012,0.0,102467.0,1480.67,3962,017,9,0,0,1971.25,R-6,50473.22,1897.0,3377.67,,162.0
1629 CHILTON ST,88973.0,2012,0.0,88973.0,306.8,3962,020,9,0,1,1971.25,R-6,48222.47,2526.0,2832.8,"PLUTO 2013, LLC",154.0
1633 CHILTON ST,94133.0,2012,0.0,94133.0,4095.39,3962,022,9,0,0,1971.25,R-6,9889.0,0.0,4095.39,,213.0
1636 CHILTON ST,102310.0,2012,0.0,102310.0,1914.14,3965,059,9,1,0,1987.08,R-6,90860.24,9987.0,11901.14,"PLUTO 2013, LLC",154.0
1714 CHILTON ST,126537.0,2012,0.0,126537.0,15598.67,3966,008,9,0,0,1995.0,R-6,,,,,
1731 CHILTON ST,114753.0,2012,0.0,114753.0,7132.61,3963,032,9,0,0,2034.58,R-6,,,,,
5919 CHINQUAPIN PKWY,50000.0,2012,0.0,50000.0,1427.2,5138A,201,27,0,0,3300.0,R-5,29143.85,1828.0,3255.2,,162.0
5921 CHINQUAPIN PKWY,46000.0,2012,0.0,46000.0,1669.53,5138A,202,27,0,0,5549.81,R-5,25291.47,1378.0,3047.53,,213.0
6201 CHINQUAPIN PKWY,136400.0,2012,0.0,136400.0,2996.67,5137K,049,27,1,0,10343.51,R-5,71448.0,3377.0,6373.67,,27.0
2221 CHOPTANK CT,66067.0,2012,0.0,66067.0,2653.32,1776,102,1,0,0,507.0,R-8,35924.62,1899.0,4552.32,,162.0
1915 CHRISTIAN ST,15000.0,2012,0.0,15000.0,2181.39,0699,090,20,0,0,650.83,R-8,,,,,
1923 CHRISTIAN ST,3000.0,2012,0.0,3000.0,3047.83,0699,086,20,0,1,650.83,R-8,,,,,
1926 CHRISTIAN ST,3000.0,2012,0.0,3000.0,951.16,0699,071,20,0,1,720.0,R-8,,,,,
1931 CHRISTIAN ST,3000.0,2012,0.0,3000.0,5236.68,0699,082,20,0,1,650.83,R-8,,,,,
2003 CHRISTIAN ST,15000.0,2012,0.0,15000.0,8261.38,0698,110,20,0,1,900.0,R-8,,,,,
2006-2008 CHRISTIAN ST,1000.0,2012,1000.0,0.0,1332.74,0698,083,20,0,0,933.0,R-8,,,,,
2009 CHRISTIAN ST,3000.0,2012,0.0,3000.0,1147.35,0698,107,20,0,1,900.0,R-8,,,,,
2018 CHRISTIAN ST,15000.0,2012,0.0,15000.0,1011.17,0698,089,20,0,0,933.0,R-8,,,,,
2029 CHRISTIAN ST,3000.0,2012,0.0,3000.0,10838.23,0698,097,20,0,1,900.0,R-8,,,,,
2115 CHRISTIAN ST,3000.0,2012,0.0,3000.0,2386.21,0697,045,20,0,1,900.0,R-8,,,,,
2121 CHRISTIAN ST,15000.0,2012,0.0,15000.0,4941.49,0697,048,20,0,1,900.0,R-8,,,,,
2127 CHRISTIAN ST,3000.0,2012,0.0,3000.0,5993.55,0697,051,20,0,1,900.0,R-8,,,,,
2223 CHRISTIAN ST,30000.0,2012,0.0,30000.0,15034.7,0696,105,20,0,1,900.0,R-8,,,,,
2225 CHRISTIAN ST,25000.0,2012,0.0,25000.0,8744.25,0696,106,20,0,1,900.0,R-8,,,,,
2229 CHRISTIAN ST,12000.0,2012,0.0,12000.0,1566.58,0696,108,20,0,1,900.0,R-8,,,,,
2425 CHRISTIAN ST,25000.0,2012,0.0,25000.0,1291.02,2109,070,20,1,0,1038.67,R-8,3323.93,0.0,1291.02,,151.0
2442 CHRISTIAN ST,30000.0,2012,0.0,30000.0,1873.06,2110,056,20,1,0,1079.22,R-8,6012.14,0.0,1873.06,,151.0
2531 CHRISTIAN ST,30000.0,2012,0.0,30000.0,4193.49,2109,090,20,0,0,1038.67,R-8,5076.78,0.0,4193.49,,151.0
2537 CHRISTIAN ST,30000.0,2012,0.0,30000.0,2871.25,2109,093,20,1,0,1038.67,R-8,4152.79,0.0,2871.25,,151.0
2828 CHRISTOPHER AVE,145900.0,2012,0.0,145900.0,4401.2,5418A,023,27,0,0,6250.0,R-3,83741.0,5076.0,9477.2,,27.0
2907 CHRISTOPHER AVE,134700.0,2012,0.0,134700.0,1773.45,5497,022,27,1,0,6566.67,R-3,100145.91,9253.0,11026.45,"PLUTO 2013, LLC",154.0
1519 CHURCH ST,85200.0,2012,0.0,85200.0,6353.96,7189,007,25,0,1,1458.33,R-6,7853.96,0.0,6353.96,LOKORUSO LLC,264.0
1624 CHURCH ST,75000.0,2012,0.0,75000.0,1829.2,7191,003,25,0,0,1400.0,R-7,35820.18,1164.0,2993.2,,213.0
3400 CLAREMONT ST,139657.0,2012,0.0,139657.0,2341.7,6300,014,26,0,0,1763.33,R-8,78986.0,4624.0,6965.7,,27.0
3718 CLAREMONT ST,145000.0,2012,0.0,145000.0,2373.75,6302,057,26,1,0,1568.0,R-8,79356.0,4271.0,6644.75,,60.0
3721 CLAREMONT ST,101200.0,2012,0.0,101200.0,14124.9,6303,040,26,0,0,1505.25,R-8,15111.0,0.0,14124.9,,241.0
3730 CLAREMONT ST,123200.0,2012,0.0,123200.0,7380.33,6302,063,26,0,0,880.21,R-8,30000.0,0.0,7380.33,,89.0
3206 CLARENCE AVE,108700.0,2012,0.0,108700.0,3077.38,4190,024,8,0,0,1471.31,R-7,71847.0,5673.0,8750.38,,60.0
3739 CLARENELL ROAD,136500.0,2012,0.0,136500.0,1172.18,7654G,168,25,1,0,6520.11,R-5,85179.93,6115.0,7287.18,"PLUTO 2013, LLC",154.0
3905 CLARINTH ROAD,145800.0,2012,0.0,145800.0,2119.94,4218J,088,27,1,0,4028.66,R-5,99144.0,8164.0,10283.94,,60.0
3601 CLARKS LANE UNIT 418,50000.0,2012,0.0,50000.0,1379.67,4292,112,27,1,0,1274.0,TBD,25694.99,1139.0,2518.67,,213.0
3601 CLARKS LANE UNIT 522,100000.0,2012,0.0,100000.0,1008.23,4292,132,27,1,0,1261.0,TBD,67482.0,5496.0,6504.23,,60.0
3710 CLARKS LANE,338400.0,2012,0.0,338400.0,3746.54,4218M,028,27,0,0,7046.0,R-4,169980.0,6924.0,10670.54,,60.0
3737 CLARKS LANE UNIT P 23,6000.0,2012,0.0,6000.0,325.63,4293,263,27,0,0,128.0,R-5,2900.0,100.0,425.63,,60.0
3737 CLARKS LANE UNIT 303,55000.0,2012,0.0,55000.0,1824.26,4293,220,27,1,0,1331.0,R-5,13500.0,0.0,1824.26,,60.0
1311 CLARKSON ST,214600.0,2012,0.0,214600.0,789.65,0976,067,23,1,0,936.0,R-8,117967.0,6425.0,7214.65,,60.0
1319 CLARKSON ST,165100.0,2012,0.0,165100.0,2406.85,0976,071,23,1,0,884.0,R-8,112268.0,9245.0,11651.85,,60.0
1710 CLARKSON ST,152000.0,2012,0.0,152000.0,1276.38,1020,059,23,0,0,744.0,R-8,104581.51,8756.0,10032.38,,162.0
1717 CLARKSON ST,156600.0,2012,15000.0,156600.0,3394.04,1020,049,23,1,0,1014.0,R-8,98808.0,7233.0,10627.04,,27.0
1723 CLARKSON ST,317600.0,2012,0.0,317600.0,1173.02,1020,046,23,1,0,1014.0,R-8,166099.0,7811.0,8984.02,,60.0
7805 CLARKWORTH PL,11800.0,2012,0.0,11800.0,313.28,5506A,010,27,0,0,6850.0,R-3,20001.0,3056.0,3369.28,"PARK & MENLO, LLC",196.0
2713 CLASSEN AVE,3000.0,2012,0.0,3000.0,12704.88,3311,026,15,0,1,4500.0,R-6,,,,,
0202 CLAY ST,55400.0,2012,0.0,55400.0,2513.0,0597,030,4,0,0,840.0,B-4-2,26690.24,906.0,3419.0,,89.0
0204-210 CLAY ST,135300.0,2012,0.0,135300.0,4499.95,0597,031,4,0,0,,B-4-2,79166.0,5009.0,9508.95,,27.0
4828 CLAYBURY AVE,128800.0,2012,0.0,128800.0,801.8,6069,225,26,0,0,1809.0,R-6,72000.0,4096.0,4897.8,,27.0
0607 CLAYMONT AVE,12000.0,2012,12000.0,12000.0,3150.47,2377D,039,16,1,1,891.0,R-8,,,,,
0613 CLAYMONT AVE,12000.0,2012,0.0,12000.0,1950.45,2377D,042,16,0,1,858.0,R-8,,,,,
0615 CLAYMONT AVE,12000.0,2012,0.0,12000.0,9018.54,2377D,043,16,0,1,858.0,R-8,,,,,
5608 CLEARSPRING ROAD,122300.0,2012,0.0,122300.0,2303.45,5140A,065,27,1,0,1926.92,R-6,56345.9,1485.0,3788.45,RAI CUSTODIAN,200.0
5632 CLEARSPRING ROAD,122300.0,2012,0.0,122300.0,757.21,5140A,077,27,0,0,1974.42,R-6,75826.0,5381.0,6138.21,,60.0
2805 CLEARVIEW AVE,109000.0,2012,0.0,109000.0,3301.56,5475,183,27,0,0,3715.94,R-5,49671.37,1214.0,4515.56,,34.0
0133 W CLEMENT ST,211200.0,2012,0.0,211200.0,3918.82,0992,037,23,1,0,1008.0,R-8,120604.0,7224.0,11142.82,,60.0
1110 CLENDENIN ST,40000.0,2012,0.0,40000.0,1574.71,3422,054,13,0,0,764.75,R-8,19936.78,787.0,2361.71,,213.0
1201 CLENDENIN ST,11500.0,2012,0.0,11500.0,12466.83,3415,024,13,0,1,1564.1,B-2-3,,,,,
1203 CLENDENIN ST,11400.0,2012,0.0,11400.0,1473.43,3415,023,13,0,1,1220.42,B-2-3,2500.0,0.0,1473.43,NECKTIE SF JOINT VENTURE,227.0
1204 CLENDENIN ST,24000.0,2012,0.0,24000.0,941.9,3416,056,13,0,0,1335.0,R-8,13367.6,753.0,1694.9,,213.0
